Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
Cathedral of Learning,University of Pittsburgh 4200 5th Ave Oakland Pittsburgh PA 15289,'Carnegie Mellon University','Colleges & Universities' 'Education','Oakland',Pittsburgh,PA,36,4.5,40.444616,-79.952599
Nail Studio,40 Catherwood Rd Ste 2 Ithaca NY 14850,'Cornell University','Nail Salons' 'Beauty and Spas',,Ithaca,NY,4,4,42.483327,-76.490933
Slo Antique Treasures,1248 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Shopping' 'Antiques',,San Luis Obispo,CA,2,3.5,35.284002,-120.6576721
Vendome Wine & Spirits,102 S Lake Ave Pasadena Pasadena CA 91101,'California Institute of Technology','Food' 'Arts & Entertainment' 'Wineries','Pasadena',Pasadena,CA,2,4,34.1439959,-118.1322588
Das Cafe,119 W Main St Urbana IL 61801,'University of Illinois - Urbana-Champaign','German' 'Breakfast & Brunch' 'Restaurants',,Urbana,IL,26,4,40.112438,-88.2082591
Toscano & Sons Italian Market,1000 Marietta St Ste 105 Atlanta GA 30318,'Georgia Institute of Technology','Specialty Food' 'Ethnic Food' 'Food' 'Sandwiches' 'Restaurants' 'Italian',,Atlanta,GA,85,4.5,33.7784129,-84.409885
Blue Tractor BBQ & Brewery,207 E Washington St Downtown Ann Arbor Ann Arbor MI 48103,'University of Michigan - Ann Arbor','Food' 'Breweries' 'Barbeque' 'Restaurants','Downtown Ann Arbor',Ann Arbor,MI,129,3,42.2804484,-83.746975
ChiangLai,2505 Hearst Ave UC Campus Area Berkeley CA 94701,'University of California at Berkeley','Thai' 'Restaurants','UC Campus Area',Berkeley,CA,19,3,37.8751965,-122.2598181
Light Years,121 E Franklin St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Shopping' 'Jewelry',,Chapel Hill,NC,10,4,35.9134946,-79.0549223
Kinya Sushi Shabu Shabu,300 N Indian Hill Blvd Claremont CA 91711,'Harvey Mudd College','Sushi Bars' 'Japanese' 'Restaurants',,Claremont,CA,26,3,34.0968609,-117.718895
Orthopaedic Surgery Center of La Jolla,4120 La Jolla Village Dr La Jolla CA 92037,'University of California - San Diego','Doctors' 'Orthopedists' 'Health and Medical',,La Jolla,CA,8,3,32.8715899,-117.2183509
Taqueria Tres Reyes,5403 Kenilworth Ave Riverdale MD 20737,'University of Maryland - College Park','Mexican' 'Restaurants',,Riverdale,MD,28,4.5,38.955537,-76.922385
Golden Krust Bagels,638 Columbia Ext. Latham NY 12110,'Rensselaer Polytechnic Institute','Food' 'Bakeries' 'Bagels',,Latham,NY,4,4.5,42.762169,-73.752822
Book Barn the,200 Troy Schenectady Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Books Mags Music and Video' 'Bookstores' 'Shopping' 'Comic Books',,Latham,NY,5,4,42.7382599,-73.7308822
Pinewood Caf̩,6104 Hermann Park Dr Museum District Houston TX 77004,'Rice University','Burgers' 'Cafes' 'Salad' 'Restaurants','Museum District',Houston,TX,30,4.5,29.7150056,-95.389158
The Arena,1721 W 11th St Upland CA 91786,'Harvey Mudd College','Active Life' 'Gyms' 'Fitness & Instruction',,Upland,CA,4,3.5,34.104186,-117.684548
Allen House Victorian Inn,599 Main St Amherst MA 01002,'University of Massachusetts - Amherst','Hotels & Travel' 'Bed & Breakfast' 'Event Planning & Services' 'Hotels',,Amherst,MA,3,3.5,42.374592,-72.507988
new32 Aesthetic & Family Dentistry,4915 25th Ave NE Ste 107 University District Seattle WA 98105,'University of Washington','Dentists' 'Cosmetic Dentists' 'Health and Medical' 'General Dentistry','University District',Seattle,WA,2,5,47.6648487,-122.3009911
Simone on Sunset,2418 Sunset Blvd Ste A West University Houston TX 77005,'Rice University','Bars' 'Food' 'Beer Wine & Spirits' 'Wine Bars' 'Nightlife' 'Lounges','West University',Houston,TX,68,4,29.723333,-95.415801
Viva Madrid,225 Yale Ave Ste B Claremont CA 91711,'Harvey Mudd College','Basque' 'Tapas Bars' 'Spanish' 'Restaurants',,Claremont,CA,433,4,34.096202,-117.718292
Pod,3636 Sansom St University City Philadelphia PA 19104,'University of Pennsylvania','Asian Fusion' 'Restaurants','University City',Philadelphia,PA,332,3.5,39.9539924,-75.1954898
Pizza House,618 Church St South University Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Italian' 'Pizza' 'American (Traditional)' 'Restaurants','South University Ann Arbor',Ann Arbor,MI,132,3.5,42.2743456,-83.7347695
Dante's Pizzeria,14 Spring Ave Troy NY 12180,'Rensselaer Polytechnic Institute','Pizza' 'Restaurants',,Troy,NY,4,4,42.7183764,-73.6823722
Banfield Pet Hospital,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Veterinarians' 'Pets','La Jolla',La Jolla,CA,9,2.5,32.8646667,-117.23181
California Teriyaki Grill,3742 S Figueroa St South Los Angeles Los Angeles CA 90007,'University of Southern California','Japanese' 'Restaurants','South Los Angeles',Los Angeles,CA,5,3,34.016847,-118.282542
Great Earth Vitamins,8843 Villa La Jolla Dr La Jolla CA 92037,'University of California - San Diego','Food' 'Specialty Food' 'Health Markets',,La Jolla,CA,3,3.5,32.8694561,-117.2313217
Claremont City Hall,207 Harvard Ave Claremont CA 91711,'Harvey Mudd College','Public Services & Government',,Claremont,CA,2,3.5,34.0956841,-117.7164594
A Taste of Bangkok,924 E Colorado Blvd Pasadena Pasadena CA 91106,'California Institute of Technology','Thai' 'Restaurants','Pasadena',Pasadena,CA,36,3.5,34.1458955,-118.1313764
Mr. Notebook,2401 Rio Grande St West Campus Austin TX 78705,'University of Texas - Austin','Local Services' 'IT Services & Computer Repair','West Campus' 'University of Texas',Austin,TX,38,4,30.2880374,-97.7443942
Morning Glory Bakery Cafe,256 King Street E Kitchener ON N2G 2L1,'University of Waterloo',,,Kitchener,ON,2,4,43.4480306,-80.4848443
Pacific Sales Kitchen Bath & Electronics,440 South Lake Ave. Pasadena Pasadena CA 91101,'California Institute of Technology','Electronics' 'Shopping' 'Appliances' 'Home & Garden' 'Kitchen & Bath','Pasadena',Pasadena,CA,6,3,34.1382784,-118.1322652
Local 506,506 W Franklin St Chapel Hill NC 27516,'University of North Carolina - Chapel Hill','Arts & Entertainment' 'Nightlife' 'Music Venues',,Chapel Hill,NC,43,4,35.910108,-79.063818
Cheese 'N' Stuff,2442 Durant Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Delis' 'Sandwiches' 'Restaurants','Telegraph Ave' 'UC Campus Area',Berkeley,CA,161,4,37.8677205,-122.2595445
Primo Pizzeria Too,255 Triangle St Amherst MA 01002,'University of Massachusetts - Amherst','Pizza' 'Restaurants',,Amherst,MA,4,5,42.381422,-72.5191154
Supercuts,605 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Hair Salons' 'Barbers' 'Beauty and Spas','Central Square',Cambridge,MA,21,3,42.3651628,-71.103097
Touleh Pet Boutique,855 El Camino Real Ste 13B Palo Alto CA 94301,'Stanford University','Pets' 'Pet Stores',,Palo Alto,CA,32,4,37.438407,-122.158509
Victoria's Secret,Princeton Market Fai Princeton NJ 08540,'Princeton University','Lingerie' 'Shopping' 'Fashion',,Princeton,NJ,2,4,40.315348,-74.662333
Bancroft Cafe,2512 Bancroft Way Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Sandwiches' 'Restaurants','Telegraph Ave' 'UC Campus Area',Berkeley,CA,6,3.5,37.8686742,-122.2585531
Caf̩ East,2920 Broadway Ground Floor Harlem New York NY 10027,'Columbia University','Food' 'Ice Cream & Frozen Yogurt' 'Coffee & Tea','Harlem',New York,NY,12,3.5,40.8138912,-73.9624327
The Clark Bar,207 W Clark St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Tapas Bars' 'Restaurants' 'Nightlife' 'Karaoke',,Champaign,IL,5,4,40.1150499,-88.246096
Saladfarm,2210 Figueroa St South Los Angeles Los Angeles CA 90007,'University of Southern California','Sandwiches' 'Restaurants','South Los Angeles',Los Angeles,CA,76,3.5,34.0314188,-118.2739317
Sarducci's Specialty Sub,4135 University Way NE University District Seattle WA 98105,'University of Washington','Cheesesteaks' 'Sandwiches' 'Restaurants','University District',Seattle,WA,48,3.5,47.657961,-122.313549
Margarita Pizza Bar,3335 S Figueroa St South Los Angeles Los Angeles CA 90007,'University of Southern California','Italian' 'Bars' 'Pizza' 'Nightlife' 'Restaurants','South Los Angeles',Los Angeles,CA,58,3,34.0219287,-118.2800557
Straits,793 Juniper St NE Midtown Atlanta GA 30308,'Georgia Institute of Technology','Asian Fusion' 'Restaurants','Midtown',Atlanta,GA,87,3,33.776157,-84.382535
True Control,2167 Frederick Douglass Blvd Harlem New York NY 10026,'Columbia University','Active Life' 'Gyms' 'Fitness & Instruction','Harlem',New York,NY,2,5,40.8048965,-73.955042
Hair Graphics East,E Hill Plz Ithaca NY 14850,'Cornell University',,,Ithaca,NY,2,4.5,42.4361996,-76.4627899
PARK Restaurant & Bar,59 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Bars' 'American (New)' 'Nightlife' 'Restaurants','Harvard Square',Cambridge,MA,80,4,42.3715737,-71.1209958
Wendy's Old Fashioned Hamburgers,598 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Fast Food' 'Restaurants','Central Square',Cambridge,MA,38,2,42.3649409,-71.1031657
Anya Salon,571 Greenfield Ave Greenfield Pittsburgh PA 15207,'Carnegie Mellon University','Hair Salons' 'Beauty and Spas','Greenfield',Pittsburgh,PA,2,4,40.4262562,-79.9398837
Therapy,733 Higuera St Ste A San Luis Obispo CA 93401,'California Polytechnic State University',"'Fashion' 'Shopping' 'Home Decor' 'Home & Garden' u""Women's Clothing"" 'Shoe Stores'",,San Luis Obispo,CA,19,4.5,35.279009,-120.6638
Quaker Bridge Mall,3320 US Hwy 1 Lawrence Township NJ 08648,'Princeton University','Shopping Centers' 'Shopping',,Lawrence Township,NJ,19,2,40.293217,-74.6841431
Azerbaijan Cuisine,2175 Allston St Ste A Downtown Berkeley Berkeley CA 94704,'University of California at Berkeley','Persian/Iranian' 'Restaurants','Downtown Berkeley' 'UC Campus Area',Berkeley,CA,37,3,37.8698215,-122.2659886
Soy,2146 Center Street Downtown Berkeley Berkeley CA 94704,'University of California at Berkeley','Food' 'Vegetarian' 'Coffee & Tea' 'Sandwiches' 'Restaurants','Downtown Berkeley' 'UC Campus Area',Berkeley,CA,6,3.5,37.870491,-122.2666112
SimpliSafe Burglar Alarms,222 3rd St Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Security Systems' 'Home Services','Kendall Square/MIT' 'East Cambridge',Cambridge,MA,2,5,42.367098,-71.081522
5 & Diamond,2072 Frederick Douglass Blvd Harlem New York NY 10026,'Columbia University','American (New)' 'Restaurants','Harlem',New York,NY,89,3.5,40.801889,-73.956847
UNC Family Medicine Center,101 Manning Dr Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Medical Centers' 'Health and Medical',,Chapel Hill,NC,5,3,35.904312,-79.05001
Pizza on Tap,13 Santa Rosa St San Luis Obispo CA 93405,'California Polytechnic State University','Pizza' 'Restaurants',,San Luis Obispo,CA,4,4,35.2934261,-120.6678481
Big Apple Pizzeria,108 14th St Troy NY 12180,'Rensselaer Polytechnic Institute','Pizza' 'Restaurants',,Troy,NY,11,2.5,42.726876,-73.67898
Royal Panda Chinese Restaurant,352 S Indian Hill Blvd Claremont CA 91711,'Harvey Mudd College','Fast Food' 'Chinese' 'Restaurants',,Claremont,CA,29,4,34.0888387,-117.7192107
EcoBambino,863 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Baby Gear & Furniture' 'Shopping' 'Toy Stores',,San Luis Obispo,CA,8,5,35.2808633,-120.6628844
Big Time's Bar-B-Que,109 Beck Ln Lafayette IN 47909,'Purdue University','Soul Food' 'Barbeque' 'Restaurants',,Lafayette,IN,3,4.5,40.3878935,-86.9022846
The Axe and Palm,520 Lasuen Mall Old Union Stanford University Stanford CA 94305,'Stanford University','Burgers' 'Sandwiches' 'Restaurants',,Stanford,CA,49,2.5,37.42537175,-122.1705437
Logix,180 S Lake Ave Pasadena Pasadena CA 91101,'California Institute of Technology','Banks & Credit Unions' 'Financial Services','Pasadena',Pasadena,CA,3,5,34.142752,-118.131835
Prive Salon,950 W Peachtree St Ste 265 Midtown Atlanta GA 30309,'Georgia Institute of Technology','Hair Salons' 'Beauty and Spas','Midtown',Atlanta,GA,2,3,33.78114041,-84.3877995
Malabar Restaurant,1401 NE 42nd St University District Seattle WA 98105,'University of Washington','Pakistani' 'Indian' 'Restaurants','University District',Seattle,WA,30,3.5,47.6583144,-122.3131788
The Mail Shoppe,317 S Division St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Local Services' 'Shipping Centers','Downtown Ann Arbor',Ann Arbor,MI,3,5,42.2788147,-83.7439235
Empanada Joe's,2857 Broadway Morningside Heights New York NY 10025,'Columbia University','Latin American' 'Restaurants','Morningside Heights',New York,NY,12,1.5,40.8048651,-73.9663362
Muza,1300 15th St Troy NY 12180,'Rensselaer Polytechnic Institute','German' 'Ethnic Food' 'Specialty Food' 'Food' 'Polish' 'Restaurants',,Troy,NY,29,4,42.7235427,-73.6791134
Staples,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Electronics' 'Computers' 'Shopping' 'Office Equipment','La Jolla',La Jolla,CA,8,3.5,32.866411,-117.231729
Shen Yang Chinese Restaurant,9905 Rhode Island Ave College Park MD 20740,'University of Maryland - College Park','Chinese' 'Restaurants',,College Park,MD,9,3.5,39.0165123,-76.920636
Peet's Coffee & Tea,8843 Villa La Jolla Drive #C202 La Jolla CA 92037,'University of California - San Diego','Food' 'Coffee & Tea',,La Jolla,CA,121,4,32.8694561,-117.2313217
Hoffman's Playland,608 New Loudon Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Active Life' 'Amusement Parks',,Latham,NY,11,3.5,42.729043,-73.762137
UMass Hotel at the Campus Center,1 Campus Center Way Amherst MA 01003,'University of Massachusetts - Amherst','Hotels & Travel' 'Event Planning & Services' 'Venues & Event Spaces' 'Hotels',,Amherst,MA,8,4,42.39030075,-72.5326004
Heroes,TT The Bear's Place 10 Brookline St Harvard Square Cambridge MA 02238,'Massachusetts Institute of Technology' 'Harvard University','Arts & Entertainment' 'Dance Clubs' 'Nightlife' 'Music Venues','Harvard Square',Cambridge,MA,28,4,42.37,-71.12
Mad Mex,3401 Walnut St University City Philadelphia PA 19104,'University of Pennsylvania','Tex-Mex' 'Restaurants','University City',Philadelphia,PA,281,3,39.952998,-75.193026
Bevello,142 E Franklin St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill',"u""Women's Clothing"" 'Fashion' 'Shopping'",,Chapel Hill,NC,2,4,35.913638,-79.054459
Starbucks Coffee,665 E Foothill Blvd Claremont CA 91711,'Harvey Mudd College','Food' 'Coffee & Tea',,Claremont,CA,12,3,34.107552,-117.704011
Robert C. Kim DDS,8950 Villa La Jolla Dr Ste B124 La Jolla CA 92037,'University of California - San Diego','Dentists' 'Health and Medical',,La Jolla,CA,29,4.5,32.871009,-117.235429
Kroger,1322 S Main St Blacksburg VA 24060,'Virginia Tech','Food' 'Grocery' 'Shopping' 'Drugstores',,Blacksburg,VA,7,4.5,37.2179141,-80.401737
Cost Plus World Market,8657 Villa La Jolla Dr. Suite 117 La Jolla La Jolla CA 92037,'University of California - San Diego','Shopping' 'Home Decor' 'Food' 'Beer Wine & Spirits' 'Home & Garden' 'Furniture Stores','La Jolla',La Jolla,CA,46,4,32.8646385,-117.2313004
Perry-Castaneda Library,University of Texas-Austin Speedway and 21st St University of Texas Austin TX 78798,'University of Texas - Austin','Libraries' 'Public Services & Government','University of Texas',Austin,TX,9,4,30.283469,-97.7374339
Sugar+Sunshine Bakery,6 Market St Plainsboro NJ 08536,'Princeton University','Food' 'Bakeries',,Plainsboro,NJ,37,4,40.3352118,-74.5953113
Regency Academy Cinemas,1003 E Colorado Blvd Pasadena Pasadena CA 91106,'California Institute of Technology','Arts & Entertainment' 'Cinema','Pasadena',Pasadena,CA,238,4,34.146048,-118.129664
All Lights Electrical Services,415 N Central Ave Ste C Upland CA 91786,'Harvey Mudd College','Electricians' 'Home Services',,Upland,CA,7,4.5,34.098421,-117.690038
Allegro Pizza,3942 Spruce St University City Philadelphia PA 19104,'University of Pennsylvania','Italian' 'Pizza' 'Sandwiches' 'Restaurants','University City',Philadelphia,PA,84,3.5,39.9516632,-75.2028879
American Crafts by Robbie Dean,158 E State St Ithaca NY 14850,'Cornell University',,,Ithaca,NY,5,4,42.43977,-76.496984
Elegant Nails,3028 Hamilton St Hyattsville MD 20782,'University of Maryland - College Park','Nail Salons' 'Beauty and Spas',,Hyattsville,MD,3,2.5,38.9561124,-76.9638236
Bancroft Hotel,2680 Bancroft Way UC Campus Area Berkeley CA 94704,'University of California at Berkeley','Hotels & Travel' 'Event Planning & Services' 'Hotels','UC Campus Area',Berkeley,CA,40,4,37.8691644,-122.2549795
La Jolla Village Cleaners,8657 Villa La Jolla Dr Ste 207 La Jolla La Jolla CA 92037,'University of California - San Diego','Local Services' 'Dry Cleaning & Laundry','La Jolla',La Jolla,CA,11,2.5,32.8646622,-117.2317657
Hanabi Japanese Restaurant,1065 Olive St San Luis Obispo CA 93405,'California Polytechnic State University','Sushi Bars' 'Japanese' 'Restaurants',,San Luis Obispo,CA,26,4,35.2871457,-120.664779
Hillel Foundation Jewish Student Center,2736 Bancroft Way UC Campus Area Berkeley CA 94704,'University of California at Berkeley','Religious Organizations' 'Synagogues','UC Campus Area',Berkeley,CA,3,4.5,37.8693569,-122.2529733
Forbes Family Cafe,32 Vassar St MIT Bldg 32 Kendall Square/MIT Cambridge MA 02142,'Massachusetts Institute of Technology' 'Harvard University','Sandwiches' 'Restaurants','Kendall Square/MIT',Cambridge,MA,8,3,42.361753,-71.091419
Austin Brain & Spine PA,400 W 15th St Ste 800 Downtown Austin TX 78701,'University of Texas - Austin','Doctors' 'Health and Medical','Downtown',Austin,TX,3,4.5,30.2780567,-97.7430984
Guess Garrett M DDS,8929 University Center Lane University City San Diego CA 92122,'University of California - San Diego','Endodontists' 'Dentists' 'Health and Medical' 'General Dentistry','University City',San Diego,CA,2,5,32.869842,-117.226524
Kali Method International,1330 N Monte Vista Ave Ste 2 Upland CA 91786,'Harvey Mudd College','Active Life' 'Martial Arts' 'Fitness & Instruction',,Upland,CA,4,4,34.1095038,-117.6982506
